Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Rubik Configuration (product.metafields.craftshift.rubik_configuration),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Características de la ropa deportiva (product.metafields.shopify.activewear-clothing-features),Actividad (product.metafields.shopify.activity),Grupo de edad (product.metafields.shopify.age-group),Características de la ropa (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Tejido (product.metafields.shopify.fabric),Encaje (product.metafields.shopify.fit),Cuello (product.metafields.shopify.neckline),Tipo de largo de los pantalones (product.metafields.shopify.pants-length-type),Talla (product.metafields.shopify.size),Tipo de longitud de la manga (product.metafields.shopify.sleeve-length-type),Sexo objetivo (product.metafields.shopify.target-gender),Tipo de largo del top (product.metafields.shopify.top-length-type),Altura de cintura (product.metafields.shopify.waist-rise),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
camiseta-regular-ultra-built-under-pressure-hombre,,,,,,,,,gris,,,m,,,,,,0.0,shopify,2,deny,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_e6494592-2a17-4770-b88e-0b9aae5fc7a6.jpg?v=1778847266,kg,,,
camiseta-regular-ultra-built-under-pressure-hombre,,,,,,,,,gris,,,l,,,,,,0.0,shopify,1,deny,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_e6494592-2a17-4770-b88e-0b9aae5fc7a6.jpg?v=1778847266,kg,,,
camiseta-regular-ultra-built-under-pressure-hombre,,,,,,,,,gris,,,xl,,,,,,0.0,shopify,1,deny,manual,30.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_e6494592-2a17-4770-b88e-0b9aae5fc7a6.jpg?v=1778847266,kg,,,
camiseta-regular-oumuamua-hombre,CAMISETA CLÁSICA OUMUAMUA HOMBRE,"<p>Camiseta clásica Oumuamua confeccionada en tejido de 220 g/m². Destaca por su estampado frontal con el logo ""F3"" y ""Flex Form Fitness"" dentro de un rectángulo de puntas circulares con efecto destroyed que le aporta un toque streetwear. En la espalda, el pequeño logo de Flex Form Fitness cerca del cuello completa el diseño minimalista de la prenda. Disponible en dos colores: verde oliva y blanco. </p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_camiseta_clasica_hombre.png?v=1779367718"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Tops deportivos > Camisetas de manga corta,"","",true,Color,arena,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,2,deny,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_dfc5a687-1a36-469d-af4b-ea7673e39d9f.jpg?v=1778775380,1,"",false,,,,,,,,,,,,,,,,,,adultos,,arena; verde-oliva,algodon,,cuello-redondo,,s; m; l; xl,corto,masculino,medio,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09226.jpg?v=1778101736,kg,,,active
camiseta-regular-oumuamua-hombre,,,,,,,,,arena,,,m,,,,,,0.0,shopify,2,deny,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09226.jpg?v=1778101736,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09226.jpg?v=1778101736,kg,,,
camiseta-regular-oumuamua-hombre,,,,,,,,,arena,,,l,,,,,,0.0,shopify,2,deny,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09201.jpg?v=1778101731,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09226.jpg?v=1778101736,kg,,,
camiseta-regular-oumuamua-hombre,,,,,,,,,arena,,,xl,,,,,,0.0,shopify,1,deny,manual,30.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_7a2a9219-3f2f-4181-998e-67f14d6ada3b.jpg?v=1778775380,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09226.jpg?v=1778101736,kg,,,
camiseta-regular-oumuamua-hombre,,,,,,,,,verde-oliva,,,s,,,,,,0.0,shopify,2,deny,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_0c19a53d-7ee1-4cbc-9818-b6f5bd6113a9.jpg?v=1778775380,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_dfc5a687-1a36-469d-af4b-ea7673e39d9f.jpg?v=1778775380,kg,,,
camiseta-regular-oumuamua-hombre,,,,,,,,,verde-oliva,,,m,,,,,,0.0,shopify,2,deny,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_dfc5a687-1a36-469d-af4b-ea7673e39d9f.jpg?v=1778775380,kg,,,
camiseta-regular-oumuamua-hombre,,,,,,,,,verde-oliva,,,l,,,,,,0.0,shopify,1,deny,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_dfc5a687-1a36-469d-af4b-ea7673e39d9f.jpg?v=1778775380,kg,,,
camiseta-regular-oumuamua-hombre,,,,,,,,,verde-oliva,,,xl,,,,,,0.0,shopify,1,deny,manual,30.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_dfc5a687-1a36-469d-af4b-ea7673e39d9f.jpg?v=1778775380,kg,,,
camiseta-regular-build-and-win-block-hombre,CAMISETA CLÁSICA BUILD AND WIN BLOCK HOMBRE,"<p>Camiseta clásica de 220 g/m² con diseño exclusivo Build and Win Block. Frente con logo Flex Form Fitness en el pecho y distintivo F3 de gran tamaño en la parte inferior derecha, junto al bajo y costura lateral. Espalda con texto ""Build and Win"" en efecto de bloques de ladrillos superpuestos, integrando el logo Flex Form Fitness sobre la letra i de Win. </p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_camiseta_clasica_hombre.png?v=1779367718"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Camisetas de manga corta,"","",true,Color,blanco,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,0,deny,manual,30.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09629.jpg?v=1778774115,1,"",false,,,,,,,,,,,,,,,,,,adultos,,blanco; amalfi-teal,algodon,,cuello-redondo,,s; m; l; xl,corto,masculino,medio,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09629.jpg?v=1778774115,kg,,,active
camiseta-regular-build-and-win-block-hombre,,,,,,,,,blanco,,,m,,,,,,0.0,shopify,5,deny,manual,30.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_6c2157b0-1a59-46a6-9814-8f9be1bbd054.jpg?v=1778774036,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09629.jpg?v=1778774115,kg,,,
camiseta-regular-build-and-win-block-hombre,,,,,,,,,blanco,,,l,,,,,,0.0,shopify,2,deny,manual,30.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK4_c68778e7-d004-4dc1-aaa1-ec474ba17e09.jpg?v=1778774036,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09629.jpg?v=1778774115,kg,,,
camiseta-regular-build-and-win-block-hombre,,,,,,,,,blanco,,,xl,,,,,,0.0,shopify,1,deny,manual,30.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK5_357ac55d-f5dd-4da0-bfe0-89f99c746f3a.jpg?v=1778774036,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09629.jpg?v=1778774115,kg,,,
camiseta-regular-build-and-win-block-hombre,,,,,,,,,amalfi-teal,,,s,,,,,,0.0,shopify,3,deny,manual,30.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_bfe38928-2e35-489a-8b6a-48f4d729cc7e.jpg?v=1778774047,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_6c2157b0-1a59-46a6-9814-8f9be1bbd054.jpg?v=1778774036,kg,,,
camiseta-regular-build-and-win-block-hombre,,,,,,,,,amalfi-teal,,,m,,,,,,0.0,shopify,2,deny,manual,30.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_be67081d-b3b9-4c9f-b795-fbcc0e6bb780.jpg?v=1778774036,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_6c2157b0-1a59-46a6-9814-8f9be1bbd054.jpg?v=1778774036,kg,,,
camiseta-regular-build-and-win-block-hombre,,,,,,,,,amalfi-teal,,,l,,,,,,0.0,shopify,2,deny,manual,30.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_3be1d9eb-faf8-4eee-aa93-db1e14b2cc14.jpg?v=1778774047,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_6c2157b0-1a59-46a6-9814-8f9be1bbd054.jpg?v=1778774036,kg,,,
camiseta-regular-build-and-win-block-hombre,,,,,,,,,amalfi-teal,,,xl,,,,,,0.0,shopify,1,deny,manual,30.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_e2d61d9c-200e-4bf3-977f-a932aa8df47f.jpg?v=1778774036,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_6c2157b0-1a59-46a6-9814-8f9be1bbd054.jpg?v=1778774036,kg,,,
f3fleformfitnessstonewashmale,CAMISETA OVERSIZE F3 STONE WASH HOMBRE,"<p>Camiseta oversize F3 Stone Wash de 220g/m² con tejido prelavado que evoca un estilo vintage. Destaca por su estampado frontal de gran formato del logo Flex Form Fitness y un impactante diseño trasero que cubre casi toda la espalda con el logo F3. El efecto stone wash le otorga ese acabado desgastado y retro que define el carácter de la prenda. </p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_Oversize_Stone_Wash_hombre.png?v=1779367718"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Camisetas de manga corta,"","",true,Color,negro,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,3,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_a1b4ae69-dab0-4e41-b0a7-b3e0bc9b7c52.jpg?v=1778769710,1,"",false,,,,,,,,,,,,,,,,,,adultos,,negro; khaki-oscuro,algodon,,cuello-redondo,,s; m; l; xl,corto,masculino,medio,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_a1b4ae69-dab0-4e41-b0a7-b3e0bc9b7c52.jpg?v=1778769710,kg,,,active
f3fleformfitnessstonewashmale,,,,,,,,,negro,,,m,,,,,,0.0,shopify,3,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_76fb0605-ef32-4aca-828e-2fb80e7d0bab.jpg?v=1778773133,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_a1b4ae69-dab0-4e41-b0a7-b3e0bc9b7c52.jpg?v=1778769710,kg,,,
f3fleformfitnessstonewashmale,,,,,,,,,negro,,,l,,,,,,0.0,shopify,1,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK0_d5c86856-88a0-4cde-b98f-03531300c888.jpg?v=1778769710,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_a1b4ae69-dab0-4e41-b0a7-b3e0bc9b7c52.jpg?v=1778769710,kg,,,
f3fleformfitnessstonewashmale,,,,,,,,,negro,,,xl,,,,,,0.0,shopify,0,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_c0e4aa30-ee9c-4bfb-927a-c338f1bf22ec.jpg?v=1778769711,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_a1b4ae69-dab0-4e41-b0a7-b3e0bc9b7c52.jpg?v=1778769710,kg,,,
f3fleformfitnessstonewashmale,,,,,,,,,khaki-oscuro,,,s,,,,,,0.0,shopify,3,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_23a5d1f5-c324-49d5-bc0d-dd3c39391fa8.jpg?v=1778769710,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_76fb0605-ef32-4aca-828e-2fb80e7d0bab.jpg?v=1778773133,kg,,,
f3fleformfitnessstonewashmale,,,,,,,,,khaki-oscuro,,,m,,,,,,0.0,shopify,2,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_7eef6eeb-0fcb-4d67-8d21-ecb361aec1f1.jpg?v=1778773133,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_76fb0605-ef32-4aca-828e-2fb80e7d0bab.jpg?v=1778773133,kg,,,
f3fleformfitnessstonewashmale,,,,,,,,,khaki-oscuro,,,l,,,,,,0.0,shopify,3,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_ba1bd300-d80e-46ec-8165-3b074ea75866.jpg?v=1778773133,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_76fb0605-ef32-4aca-828e-2fb80e7d0bab.jpg?v=1778773133,kg,,,
f3fleformfitnessstonewashmale,,,,,,,,,khaki-oscuro,,,xl,,,,,,0.0,shopify,0,deny,manual,33.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_76fb0605-ef32-4aca-828e-2fb80e7d0bab.jpg?v=1778773133,kg,,,
f3flexformfitnessbup,CAMISETA SUPEROVERSIZE BUILT UNDER PRESSURE HOMBRE,"<p>Camiseta superoversize de 300 g/m² que desafía las convenciones del diseño. Built Under Pressure lleva el logo F3 discreto en el pecho, mientras que el hombro derecho se apodera del monumental logo de Flex Form rompiendo con todos los estándares. En la espalda, ""Built under construction"" se despliega en vertical con efecto destroyed, un manifiesto visual que celebra la resiliencia. Porque los diamantes no se forjan en la comodidad: se crean bajo presión, bajo tensión, bajo las condiciones más extremas. Esta prenda no es un refugio; es una declaración de que la excelencia nace del conflicto. Tela robusta de 300 g/m² que aguanta el peso de la intención. Cada detalle está donde debe estar, sin concesiones.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_Super_Oversize_hombre.png?v=1779367718"" alt="""" style=""font-size: 0.875rem;""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Camisetas de manga corta,"","",true,Color,amarillo,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,1,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_6acf0cb6-ee10-4920-8e41-d5a74be670a4.jpg?v=1778748715,1,"",false,,,,,,,,,,,,,,,,,,adultos,,amarillo; blanco,algodon,,cuello-redondo,,s; m; l,corto,masculino,medio,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_c387cc81-2777-4bb2-958d-56e67efb4954.jpg?v=1778748724,kg,,,active
f3flexformfitnessbup,,,,,,,,,amarillo,,,m,,,,,,0.0,shopify,2,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_c387cc81-2777-4bb2-958d-56e67efb4954.jpg?v=1778748724,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_c387cc81-2777-4bb2-958d-56e67efb4954.jpg?v=1778748724,kg,,,
f3flexformfitnessbup,,,,,,,,,amarillo,,,l,,,,,,0.0,shopify,2,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_421ef176-84d7-471e-b315-487f60dc3e06.jpg?v=1778748724,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_c387cc81-2777-4bb2-958d-56e67efb4954.jpg?v=1778748724,kg,,,
f3flexformfitnessbup,,,,,,,,,blanco,,,s,,,,,,0.0,shopify,3,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_122478f1-bd85-4b03-b0d4-a174ed4a38ec.jpg?v=1778748715,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_6acf0cb6-ee10-4920-8e41-d5a74be670a4.jpg?v=1778748715,kg,,,
f3flexformfitnessbup,,,,,,,,,blanco,,,m,,,,,,0.0,shopify,3,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK4_4fddf80f-d6ce-4caa-8396-a3eed2846abf.jpg?v=1778748715,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_6acf0cb6-ee10-4920-8e41-d5a74be670a4.jpg?v=1778748715,kg,,,
f3flexformfitnessbup,,,,,,,,,blanco,,,l,,,,,,0.0,shopify,1,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_ab49fe11-6f72-4267-8e7e-615e743edc92.jpg?v=1778748715,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_6acf0cb6-ee10-4920-8e41-d5a74be670a4.jpg?v=1778748715,kg,,,
f3flexformfitnessbup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_ca402a5c-aeee-4bdc-9cb1-416dab4e72d5.jpg?v=1778748725,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3flexformfitnessolympicbarbaw,CAMISETA SUPEROVERSIZE OLYMPIC BAR BAW HOMBRE,"<p>Camiseta superoversize de 300 g/m² diseñada para quienes entrenan con propósito. El frente presenta una barra olímpica ligeramente curvada bajo el peso, coronada por el texto ""BUILD AND WIN"" (BAW). Debajo, el logo F3 con efecto craquelado añade carácter y personalidad. La espalda luce un estampado de gran formato con ""Flex Form Fitness"" en el mismo acabado craquelado y curvado, reflejando la intensidad del trabajo en todo lugar. Cada detalle transmite mentalidad de acero y determinación en el entrenamiento. Tela robusta que resiste el rigor del trabajo pesado. Para quien entiende que la fuerza mental es el verdadero peso que se levanta. </p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_Super_Oversize_hombre.png?v=1779367718"" alt="""" style=""font-size: 0.875rem;""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Camisetas de manga corta,"","",true,Color,azul-marino,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,3,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC08932.jpg?v=1778100891,1,"",false,,,,,,,,,,,,,,,,,,adultos,,azul-marino; arena,algodon,,cuello-redondo,,s; m; l,corto,masculino,medio,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC08932.jpg?v=1778100891,kg,,,active
f3flexformfitnessolympicbarbaw,,,,,,,,,azul-marino,,,m,,,,,,0.0,shopify,3,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09409.jpg?v=1778100917,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC08932.jpg?v=1778100891,kg,,,
f3flexformfitnessolympicbarbaw,,,,,,,,,azul-marino,,,l,,,,,,0.0,shopify,2,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC08926.jpg?v=1778100898,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC08932.jpg?v=1778100891,kg,,,
f3flexformfitnessolympicbarbaw,,,,,,,,,arena,,,s,,,,,,0.0,shopify,3,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC08904.jpg?v=1778100902,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09409.jpg?v=1778100917,kg,,,
f3flexformfitnessolympicbarbaw,,,,,,,,,arena,,,m,,,,,,0.0,shopify,3,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09397.jpg?v=1778100913,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09409.jpg?v=1778100917,kg,,,
f3flexformfitnessolympicbarbaw,,,,,,,,,arena,,,l,,,,,,0.0,shopify,2,deny,manual,39.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09409.jpg?v=1778100917,kg,,,
f3flexformfitnesswanted,CAMISETA SUPEROVERSIZE WANTED HOMBRE,"<p>Camiseta superoversize WANTED con peso de 300 g/m². En el frente, el logotipo ""Flex Form"" se presenta en tipografía estilo LEJANO OESTE, mientras que la espalda está impreso un cartel, alegórico a la época, de recompensa de 30000$, de manera jocosa, retratando a un atleta musculado y definido en su máxima expresión física. </p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_Super_Oversize_hombre.png?v=1779367718"" alt="""" style=""font-size: 0.875rem;""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Camisetas de manga corta,"","",true,Color,blanco,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,3,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_f3a77423-e639-486f-b66c-5e8a59c00e58.jpg?v=1778746083,1,"",false,,,,,,,,,,,,,,,,,,adultos,,blanco; beige-oscuro,algodon,,cuello-redondo,,s; m; l,corto,masculino,medio,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_f3a77423-e639-486f-b66c-5e8a59c00e58.jpg?v=1778746083,kg,,,active
f3flexformfitnesswanted,,,,,,,,,blanco,,,m,,,,,,0.0,shopify,3,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_57cf1890-df34-4cda-950a-e54f3dcceb94.jpg?v=1778746092,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_f3a77423-e639-486f-b66c-5e8a59c00e58.jpg?v=1778746083,kg,,,
f3flexformfitnesswanted,,,,,,,,,blanco,,,l,,,,,,0.0,shopify,2,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_32d84d6b-ca74-4c17-930c-02c16ada83d5.jpg?v=1778746092,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_f3a77423-e639-486f-b66c-5e8a59c00e58.jpg?v=1778746083,kg,,,
f3flexformfitnesswanted,,,,,,,,,beige-oscuro,,,s,,,,,,0.0,shopify,2,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_3424328c-b59c-44f0-8dee-591162eaaac2.jpg?v=1778746084,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_57cf1890-df34-4cda-950a-e54f3dcceb94.jpg?v=1778746092,kg,,,
f3flexformfitnesswanted,,,,,,,,,beige-oscuro,,,m,,,,,,0.0,shopify,3,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_084e49b4-5b0f-48ad-bed6-6c95c8e587e8.jpg?v=1778746083,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_57cf1890-df34-4cda-950a-e54f3dcceb94.jpg?v=1778746092,kg,,,
f3flexformfitnesswanted,,,,,,,,,beige-oscuro,,,l,,,,,,0.0,shopify,2,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_4dd57ba2-2a7b-40d5-945d-d1bc82210fd3.jpg?v=1778746092,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_57cf1890-df34-4cda-950a-e54f3dcceb94.jpg?v=1778746092,kg,,,
